ERROR:2026-02-19 10:16:06,270:jax._src.xla_bridge:444: Jax plugin configuration error: Exception when calling jax_plugins.xla_cuda12.initialize()
Traceback (most recent call last):
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax_plugins/xla_cuda12/__init__.py", line 197, in _version_check
    version = get_version()
RuntimeError: jaxlib/cuda/versions_helpers.cc:81: operation cusparseGetProperty(MAJOR_VERSION, &major) failed: The cuSPARSE library was not found.

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax/_src/xla_bridge.py", line 442, in discover_pjrt_plugins
    plugin_module.initialize()
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax_plugins/xla_cuda12/__init__.py", line 324, in initialize
    _check_cuda_versions(raise_on_first_error=True)
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax_plugins/xla_cuda12/__init__.py", line 262, in _check_cuda_versions
    _version_check("cuSPARSE", cuda_versions.cusparse_get_version,
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax_plugins/xla_cuda12/__init__.py", line 201, in _version_check
    raise RuntimeError(err_msg) from e
[587/4000] -ELBO = 2.704233407974243
[588/4000] -ELBO = 2.703880786895752
[589/4000] -ELBO = 2.703512668609619
[590/4000] -ELBO = 2.7031362056732178
[591/4000] -ELBO = 2.702815532684326
[592/4000] -ELBO = 2.702462673187256
[593/4000] -ELBO = 2.702110767364502
[594/4000] -ELBO = 2.7018110752105713
[595/4000] -ELBO = 2.701364040374756
[596/4000] -ELBO = 2.701061964035034
[597/4000] -ELBO = 2.7007217407226562
[598/4000] -ELBO = 2.7003791332244873
[599/4000] -ELBO = 2.699990749359131
[600/4000] -ELBO = 2.6996586322784424
[601/4000] -ELBO = 2.6992759704589844
[602/4000] -ELBO = 2.698930025100708
[603/4000] -ELBO = 2.698578357696533
[604/4000] -ELBO = 2.6982290744781494
[605/4000] -ELBO = 2.69789457321167
[606/4000] -ELBO = 2.6975293159484863
[607/4000] -ELBO = 2.6971800327301025
[608/4000] -ELBO = 2.6968111991882324
[609/4000] -ELBO = 2.696442127227783
[610/4000] -ELBO = 2.6961052417755127
[611/4000] -ELBO = 2.6957998275756836
[612/4000] -ELBO = 2.6954240798950195
[613/4000] -ELBO = 2.694948673248291
[614/4000] -ELBO = 2.694708824157715
[615/4000] -ELBO = 2.6943845748901367
[616/4000] -ELBO = 2.6941275596618652
[617/4000] -ELBO = 2.693809986114502
[618/4000] -ELBO = 2.6933109760284424
[619/4000] -ELBO = 2.6929476261138916
[620/4000] -ELBO = 2.6927335262298584
[621/4000] -ELBO = 2.692291259765625
[622/4000] -ELBO = 2.69191312789917
[623/4000] -ELBO = 2.6915857791900635
[624/4000] -ELBO = 2.6912288665771484
[625/4000] -ELBO = 2.6908695697784424
[626/4000] -ELBO = 2.6905324459075928
[627/4000] -ELBO = 2.690140962600708
[628/4000] -ELBO = 2.68978214263916
[629/4000] -ELBO = 2.6895084381103516
[630/4000] -ELBO = 2.6891441345214844
[631/4000] -ELBO = 2.6888339519500732
[632/4000] -ELBO = 2.6883039474487305
[633/4000] -ELBO = 2.687995672225952
[634/4000] -ELBO = 2.687715530395508
[635/4000] -ELBO = 2.6874217987060547
[636/4000] -ELBO = 2.687037467956543
[637/4000] -ELBO = 2.686648368835449
[638/4000] -ELBO = 2.6863207817077637
[639/4000] -ELBO = 2.685960292816162
[640/4000] -ELBO = 2.6856322288513184
[641/4000] -ELBO = 2.685311794281006
[642/4000] -ELBO = 2.684903621673584
[643/4000] -ELBO = 2.684547185897827
[644/4000] -ELBO = 2.684189558029175
[645/4000] -ELBO = 2.683845281600952
[646/4000] -ELBO = 2.6835219860076904
[647/4000] -ELBO = 2.6831471920013428
[648/4000] -ELBO = 2.682828903198242
[649/4000] -ELBO = 2.6824660301208496
[650/4000] -ELBO = 2.682067394256592
[651/4000] -ELBO = 2.6817142963409424
[652/4000] -ELBO = 2.6814074516296387
[653/4000] -ELBO = 2.681058168411255
[654/4000] -ELBO = 2.680706024169922
[655/4000] -ELBO = 2.680330753326416
[656/4000] -ELBO = 2.6799843311309814
[657/4000] -ELBO = 2.6796109676361084
[658/4000] -ELBO = 2.6792948246002197
[659/4000] -ELBO = 2.678856372833252
[660/4000] -ELBO = 2.678516387939453
[661/4000] -ELBO = 2.678163766860962
[662/4000] -ELBO = 2.678072929382324
[663/4000] -ELBO = 2.6773972511291504
[664/4000] -ELBO = 2.6772401332855225
[665/4000] -ELBO = 2.676726818084717
[666/4000] -ELBO = 2.6763041019439697
[667/4000] -ELBO = 2.6761486530303955
[668/4000] -ELBO = 2.675731658935547
[669/4000] -ELBO = 2.6753547191619873
[670/4000] -ELBO = 2.675157070159912
[671/4000] -ELBO = 2.6746761798858643
[672/4000] -ELBO = 2.674316644668579
[673/4000] -ELBO = 2.6740055084228516
[674/4000] -ELBO = 2.6736674308776855
[675/4000] -ELBO = 2.6733601093292236
[676/4000] -ELBO = 2.672903060913086
[677/4000] -ELBO = 2.6726369857788086
[678/4000] -ELBO = 2.6723392009735107
[679/4000] -ELBO = 2.671969413757324
[680/4000] -ELBO = 2.6715478897094727
[681/4000] -ELBO = 2.671184778213501
[682/4000] -ELBO = 2.6708827018737793
[683/4000] -ELBO = 2.670574426651001
[684/4000] -ELBO = 2.6701483726501465
[685/4000] -ELBO = 2.66981840133667
[686/4000] -ELBO = 2.669466257095337
[687/4000] -ELBO = 2.6690173149108887
[688/4000] -ELBO = 2.668699264526367
[689/4000] -ELBO = 2.6683597564697266
[690/4000] -ELBO = 2.6679911613464355
[691/4000] -ELBO = 2.667776584625244
[692/4000] -ELBO = 2.667365312576294
[693/4000] -ELBO = 2.667076349258423
[694/4000] -ELBO = 2.666642189025879
[695/4000] -ELBO = 2.66631817817688
[696/4000] -ELBO = 2.665950298309326
[697/4000] -ELBO = 2.66556715965271
[698/4000] -ELBO = 2.6652214527130127
[699/4000] -ELBO = 2.6649045944213867
[700/4000] -ELBO = 2.664546012878418
[701/4000] -ELBO = 2.664198398590088
[702/4000] -ELBO = 2.6639249324798584
[703/4000] -ELBO = 2.6635162830352783
[704/4000] -ELBO = 2.6631569862365723
[705/4000] -ELBO = 2.662734031677246
[706/4000] -ELBO = 2.6624443531036377
[707/4000] -ELBO = 2.6620662212371826
[708/4000] -ELBO = 2.661747455596924
[709/4000] -ELBO = 2.661381244659424
[710/4000] -ELBO = 2.6610333919525146
[711/4000] -ELBO = 2.6606738567352295
[712/4000] -ELBO = 2.6603174209594727
[713/4000] -ELBO = 2.6599690914154053
[714/4000] -ELBO = 2.659646511077881
[715/4000] -ELBO = 2.6592373847961426
[716/4000] -ELBO = 2.658903121948242
[717/4000] -ELBO = 2.6585991382598877
[718/4000] -ELBO = 2.658200740814209
[719/4000] -ELBO = 2.6579713821411133
[720/4000] -ELBO = 2.657520294189453
[721/4000] -ELBO = 2.6572437286376953
[722/4000] -ELBO = 2.65685772895813
[723/4000] -ELBO = 2.6564769744873047
[724/4000] -ELBO = 2.656123161315918
[725/4000] -ELBO = 2.655812978744507
[726/4000] -ELBO = 2.655418634414673
[727/4000] -ELBO = 2.655064344406128
[728/4000] -ELBO = 2.654712200164795
[729/4000] -ELBO = 2.65439510345459
[730/4000] -ELBO = 2.654029369354248
[731/4000] -ELBO = 2.653625726699829
[732/4000] -ELBO = 2.653282880783081
[733/4000] -ELBO = 2.653062105178833
[734/4000] -ELBO = 2.6527037620544434
[735/4000] -ELBO = 2.652343988418579
[736/4000] -ELBO = 2.652040958404541
[737/4000] -ELBO = 2.6516151428222656
[738/4000] -ELBO = 2.6512539386749268
[739/4000] -ELBO = 2.650838613510132
[740/4000] -ELBO = 2.650550365447998
[741/4000] -ELBO = 2.6501898765563965
[742/4000] -ELBO = 2.6498045921325684
[743/4000] -ELBO = 2.6495110988616943
[744/4000] -ELBO = 2.649101734161377
[745/4000] -ELBO = 2.648738145828247
[746/4000] -ELBO = 2.648545026779175
[747/4000] -ELBO = 2.648268699645996
[748/4000] -ELBO = 2.647681474685669
[749/4000] -ELBO = 2.647382974624634
[750/4000] -ELBO = 2.6470353603363037
[751/4000] -ELBO = 2.6467087268829346
[752/4000] -ELBO = 2.646359443664551
[753/4000] -ELBO = 2.645972490310669
[754/4000] -ELBO = 2.6456546783447266
[755/4000] -ELBO = 2.6453070640563965
[756/4000] -ELBO = 2.644972085952759
[757/4000] -ELBO = 2.6446211338043213
[758/4000] -ELBO = 2.6442601680755615
[759/4000] -ELBO = 2.643899440765381
[760/4000] -ELBO = 2.64361310005188
[761/4000] -ELBO = 2.643240213394165
[762/4000] -ELBO = 2.6428792476654053
[763/4000] -ELBO = 2.6424708366394043
[764/4000] -ELBO = 2.6421194076538086
[765/4000] -ELBO = 2.6417958736419678
[766/4000] -ELBO = 2.6413726806640625
[767/4000] -ELBO = 2.641101121902466
[768/4000] -ELBO = 2.640807628631592
[769/4000] -ELBO = 2.6404099464416504
[770/4000] -ELBO = 2.6401865482330322
[771/4000] -ELBO = 2.639727830886841
[772/4000] -ELBO = 2.63936710357666
[773/4000] -ELBO = 2.6389729976654053
[774/4000] -ELBO = 2.6386208534240723
[775/4000] -ELBO = 2.6382949352264404
[776/4000] -ELBO = 2.637944221496582
[777/4000] -ELBO = 2.6376585960388184
[778/4000] -ELBO = 2.6372451782226562
[779/4000] -ELBO = 2.6369271278381348
[780/4000] -ELBO = 2.6365814208984375
[781/4000] -ELBO = 2.6362431049346924
[782/4000] -ELBO = 2.635838508605957
[783/4000] -ELBO = 2.635436534881592
[784/4000] -ELBO = 2.6350948810577393
[785/4000] -ELBO = 2.634830951690674
[786/4000] -ELBO = 2.6346259117126465
[787/4000] -ELBO = 2.6342098712921143
[788/4000] -ELBO = 2.633667230606079
[789/4000] -ELBO = 2.633334159851074
[790/4000] -ELBO = 2.633028984069824
[791/4000] -ELBO = 2.6327219009399414
[792/4000] -ELBO = 2.6323435306549072
[793/4000] -ELBO = 2.6320085525512695
[794/4000] -ELBO = 2.6316428184509277
[795/4000] -ELBO = 2.631322145462036
[796/4000] -ELBO = 2.630951404571533
[797/4000] -ELBO = 2.630690097808838
[798/4000] -ELBO = 2.6302990913391113
[799/4000] -ELBO = 2.6299333572387695
[800/4000] -ELBO = 2.6296091079711914
[801/4000] -ELBO = 2.629246473312378
[802/4000] -ELBO = 2.628938674926758
[803/4000] -ELBO = 2.6285488605499268
[804/4000] -ELBO = 2.62812876701355
[805/4000] -ELBO = 2.6278836727142334
[806/4000] -ELBO = 2.627485752105713
[807/4000] -ELBO = 2.6272385120391846
[808/4000] -ELBO = 2.6268534660339355
[809/4000] -ELBO = 2.6264517307281494
[810/4000] -ELBO = 2.6261343955993652
[811/4000] -ELBO = 2.6257314682006836
[812/4000] -ELBO = 2.6254475116729736
[813/4000] -ELBO = 2.6251771450042725
[814/4000] -ELBO = 2.624706268310547
[815/4000] -ELBO = 2.6243162155151367
[816/4000] -ELBO = 2.624082326889038
[817/4000] -ELBO = 2.6236398220062256
[818/4000] -ELBO = 2.6232988834381104
[819/4000] -ELBO = 2.6228933334350586
[820/4000] -ELBO = 2.622629404067993
[821/4000] -ELBO = 2.6222596168518066
[822/4000] -ELBO = 2.6219429969787598
[823/4000] -ELBO = 2.6215639114379883
[824/4000] -ELBO = 2.6212217807769775
[825/4000] -ELBO = 2.6208364963531494
[826/4000] -ELBO = 2.6205124855041504
[827/4000] -ELBO = 2.620194435119629
[828/4000] -ELBO = 2.6197893619537354
[829/4000] -ELBO = 2.619366407394409
[830/4000] -ELBO = 2.6190550327301025
[831/4000] -ELBO = 2.6191482543945312
[832/4000] -ELBO = 2.618417739868164
[833/4000] -ELBO = 2.6181771755218506
[834/4000] -ELBO = 2.6178698539733887
[835/4000] -ELBO = 2.6173980236053467
[836/4000] -ELBO = 2.6170334815979004
[837/4000] -ELBO = 2.6167142391204834
[838/4000] -ELBO = 2.616396427154541
[839/4000] -ELBO = 2.616030693054199
[840/4000] -ELBO = 2.6156370639801025
[841/4000] -ELBO = 2.615318775177002
[842/4000] -ELBO = 2.614968776702881
[843/4000] -ELBO = 2.6148698329925537
[844/4000] -ELBO = 2.61431622505188
[845/4000] -ELBO = 2.613919258117676
[846/4000] -ELBO = 2.613572120666504
[847/4000] -ELBO = 2.6132047176361084
[848/4000] -ELBO = 2.6129724979400635
[849/4000] -ELBO = 2.6125550270080566
[850/4000] -ELBO = 2.61222505569458
[851/4000] -ELBO = 2.6118204593658447
[852/4000] -ELBO = 2.6115145683288574
[853/4000] -ELBO = 2.6111159324645996
[854/4000] -ELBO = 2.610891103744507
[855/4000] -ELBO = 2.610438108444214
[856/4000] -ELBO = 2.6101107597351074
[857/4000] -ELBO = 2.609731912612915
[858/4000] -ELBO = 2.6094229221343994
[859/4000] -ELBO = 2.6091372966766357
[860/4000] -ELBO = 2.608860492706299
[861/4000] -ELBO = 2.6084845066070557
[862/4000] -ELBO = 2.6080446243286133
[863/4000] -ELBO = 2.6077213287353516
[864/4000] -ELBO = 2.6074109077453613
[865/4000] -ELBO = 2.6070058345794678
[866/4000] -ELBO = 2.606633186340332
[867/4000] -ELBO = 2.6063380241394043
[868/4000] -ELBO = 2.6059627532958984
[869/4000] -ELBO = 2.605592966079712
[870/4000] -ELBO = 2.6054084300994873
[871/4000] -ELBO = 2.604926824569702
[872/4000] -ELBO = 2.6046273708343506
[873/4000] -ELBO = 2.604262351989746
[874/4000] -ELBO = 2.6039161682128906
[875/4000] -ELBO = 2.603598117828369
[876/4000] -ELBO = 2.603286027908325
[877/4000] -ELBO = 2.6029086112976074
[878/4000] -ELBO = 2.602541208267212
[879/4000] -ELBO = 2.602177381515503
[880/4000] -ELBO = 2.6018221378326416
[881/4000] -ELBO = 2.6014909744262695
[882/4000] -ELBO = 2.6011502742767334
[883/4000] -ELBO = 2.6007635593414307
[884/4000] -ELBO = 2.600440263748169
[885/4000] -ELBO = 2.600029468536377
[886/4000] -ELBO = 2.5997726917266846
[887/4000] -ELBO = 2.599360227584839
[888/4000] -ELBO = 2.5990405082702637
[889/4000] -ELBO = 2.5986409187316895
[890/4000] -ELBO = 2.5983259677886963
[891/4000] -ELBO = 2.598050832748413
[892/4000] -ELBO = 2.597738265991211
[893/4000] -ELBO = 2.597382068634033
[894/4000] -ELBO = 2.596956253051758
[895/4000] -ELBO = 2.596674919128418
[896/4000] -ELBO = 2.5963568687438965
[897/4000] -ELBO = 2.5960423946380615
[898/4000] -ELBO = 2.595579147338867
[899/4000] -ELBO = 2.5952961444854736
[900/4000] -ELBO = 2.5948872566223145
[901/4000] -ELBO = 2.594602108001709
[902/4000] -ELBO = 2.594261407852173
[903/4000] -ELBO = 2.5939230918884277
[904/4000] -ELBO = 2.5935330390930176
[905/4000] -ELBO = 2.5931460857391357
[906/4000] -ELBO = 2.592891216278076
[907/4000] -ELBO = 2.5926594734191895
[908/4000] -ELBO = 2.592160701751709
[909/4000] -ELBO = 2.5918948650360107
[910/4000] -ELBO = 2.591465950012207
[911/4000] -ELBO = 2.5911338329315186
[912/4000] -ELBO = 2.5908150672912598
[913/4000] -ELBO = 2.5904746055603027
[914/4000] -ELBO = 2.5900955200195312
[915/4000] -ELBO = 2.5897233486175537
[916/4000] -ELBO = 2.5894453525543213
[917/4000] -ELBO = 2.589087724685669
[918/4000] -ELBO = 2.5887181758880615
[919/4000] -ELBO = 2.588386297225952
[920/4000] -ELBO = 2.5880684852600098
[921/4000] -ELBO = 2.587695360183716
[922/4000] -ELBO = 2.587294816970825
[923/4000] -ELBO = 2.5869336128234863
[924/4000] -ELBO = 2.5867233276367188
[925/4000] -ELBO = 2.5863380432128906
[926/4000] -ELBO = 2.586045980453491
[927/4000] -ELBO = 2.5855767726898193
[928/4000] -ELBO = 2.5852670669555664
[929/4000] -ELBO = 2.5849416255950928
[930/4000] -ELBO = 2.5846049785614014
[931/4000] -ELBO = 2.5842487812042236
[932/4000] -ELBO = 2.583897113800049
[933/4000] -ELBO = 2.583580255508423
[934/4000] -ELBO = 2.5831658840179443
[935/4000] -ELBO = 2.5829107761383057
[936/4000] -ELBO = 2.582634449005127
[937/4000] -ELBO = 2.582205295562744
[938/4000] -ELBO = 2.5818252563476562
[939/4000] -ELBO = 2.5816121101379395
[940/4000] -ELBO = 2.581143856048584
[941/4000] -ELBO = 2.5807926654815674
[942/4000] -ELBO = 2.5805132389068604
[943/4000] -ELBO = 2.580156087875366
[944/4000] -ELBO = 2.579831600189209
[945/4000] -ELBO = 2.5795960426330566
[946/4000] -ELBO = 2.5791144371032715
[947/4000] -ELBO = 2.578739881515503
[948/4000] -ELBO = 2.5783908367156982
[949/4000] -ELBO = 2.5780928134918213
[950/4000] -ELBO = 2.5778138637542725
[951/4000] -ELBO = 2.5774073600769043
[952/4000] -ELBO = 2.5770773887634277
[953/4000] -ELBO = 2.5767276287078857
[954/4000] -ELBO = 2.576409101486206
[955/4000] -ELBO = 2.576066255569458
[956/4000] -ELBO = 2.5757179260253906
[957/4000] -ELBO = 2.5754048824310303
[958/4000] -ELBO = 2.575031042098999
[959/4000] -ELBO = 2.5746207237243652
[960/4000] -ELBO = 2.574342966079712
[961/4000] -ELBO = 2.574157953262329
[962/4000] -ELBO = 2.5736985206604004
[963/4000] -ELBO = 2.573276996612549
[964/4000] -ELBO = 2.572995662689209
[965/4000] -ELBO = 2.57259202003479
[966/4000] -ELBO = 2.572307825088501
[967/4000] -ELBO = 2.5719046592712402
[968/4000] -ELBO = 2.571560859680176
[969/4000] -ELBO = 2.5713303089141846
[970/4000] -ELBO = 2.5709288120269775
[971/4000] -ELBO = 2.5706608295440674
[972/4000] -ELBO = 2.570202589035034
[973/4000] -ELBO = 2.5700340270996094
[974/4000] -ELBO = 2.5694968700408936
[975/4000] -ELBO = 2.5692148208618164
[976/4000] -ELBO = 2.568965196609497
[977/4000] -ELBO = 2.5685324668884277
[978/4000] -ELBO = 2.568178176879883
[979/4000] -ELBO = 2.567838668823242
[980/4000] -ELBO = 2.56746244430542
[981/4000] -ELBO = 2.5671839714050293
[982/4000] -ELBO = 2.5668084621429443
[983/4000] -ELBO = 2.5665037631988525
[984/4000] -ELBO = 2.5662217140197754
[985/4000] -ELBO = 2.565847873687744
[986/4000] -ELBO = 2.56545352935791
[987/4000] -ELBO = 2.565089702606201
[988/4000] -ELBO = 2.564800500869751
[989/4000] -ELBO = 2.5644447803497314
[990/4000] -ELBO = 2.5640902519226074
[991/4000] -ELBO = 2.5637991428375244
[992/4000] -ELBO = 2.5633633136749268
[993/4000] -ELBO = 2.5628697872161865
[994/4000] -ELBO = 2.5627260208129883
[995/4000] -ELBO = 2.5627803802490234
[996/4000] -ELBO = 2.5621917247772217
[997/4000] -ELBO = 2.5617337226867676
[998/4000] -ELBO = 2.561490058898926
[999/4000] -ELBO = 2.561074733734131
[1000/4000] -ELBO = 2.5606672763824463
[1001/4000] -ELBO = 2.5604443550109863
[1002/4000] -ELBO = 2.5601301193237305
[1003/4000] -ELBO = 2.5595901012420654
[1004/4000] -ELBO = 2.559504747390747
[1005/4000] -ELBO = 2.5591132640838623
[1006/4000] -ELBO = 2.558727979660034
[1007/4000] -ELBO = 2.5584545135498047
[1008/4000] -ELBO = 2.558077812194824
[1009/4000] -ELBO = 2.557621955871582
[1010/4000] -ELBO = 2.5573301315307617
[1011/4000] -ELBO = 2.5568690299987793
[1012/4000] -ELBO = 2.5568220615386963
[1013/4000] -ELBO = 2.5564687252044678
[1014/4000] -ELBO = 2.55619740486145
[1015/4000] -ELBO = 2.5558111667633057
[1016/4000] -ELBO = 2.55544376373291
[1017/4000] -ELBO = 2.5550897121429443
[1018/4000] -ELBO = 2.5546669960021973
[1019/4000] -ELBO = 2.5543248653411865
[1020/4000] -ELBO = 2.5539495944976807
[1021/4000] -ELBO = 2.5539400577545166
[1022/4000] -ELBO = 2.553574323654175
[1023/4000] -ELBO = 2.5528688430786133
[1024/4000] -ELBO = 2.5525903701782227
[1025/4000] -ELBO = 2.5523667335510254
[1026/4000] -ELBO = 2.5519537925720215
[1027/4000] -ELBO = 2.5515809059143066
[1028/4000] -ELBO = 2.5512571334838867
[1029/4000] -ELBO = 2.550928831100464
[1030/4000] -ELBO = 2.5506153106689453
[1031/4000] -ELBO = 2.5502877235412598
[1032/4000] -ELBO = 2.5498738288879395
[1033/4000] -ELBO = 2.5495595932006836
[1034/4000] -ELBO = 2.5491976737976074
[1035/4000] -ELBO = 2.548848867416382
[1036/4000] -ELBO = 2.5486488342285156
[1037/4000] -ELBO = 2.5482144355773926
[1038/4000] -ELBO = 2.5479543209075928
[1039/4000] -ELBO = 2.54756498336792
[1040/4000] -ELBO = 2.5472207069396973
[1041/4000] -ELBO = 2.5468881130218506
[1042/4000] -ELBO = 2.5465266704559326
[1043/4000] -ELBO = 2.546177387237549
[1044/4000] -ELBO = 2.5458734035491943
[1045/4000] -ELBO = 2.5455126762390137
[1046/4000] -ELBO = 2.5452418327331543
[1047/4000] -ELBO = 2.5448625087738037
[1048/4000] -ELBO = 2.5446529388427734
[1049/4000] -ELBO = 2.5441131591796875
[1050/4000] -ELBO = 2.5441572666168213
[1051/4000] -ELBO = 2.5435807704925537
[1052/4000] -ELBO = 2.5431761741638184
[1053/4000] -ELBO = 2.542841911315918
[1054/4000] -ELBO = 2.5424859523773193
[1055/4000] -ELBO = 2.5421831607818604
[1056/4000] -ELBO = 2.5417816638946533
[1057/4000] -ELBO = 2.541546583175659
[1058/4000] -ELBO = 2.5412611961364746
[1059/4000] -ELBO = 2.5409445762634277
[1060/4000] -ELBO = 2.540475845336914
[1061/4000] -ELBO = 2.540125846862793
[1062/4000] -ELBO = 2.5397846698760986
[1063/4000] -ELBO = 2.5395305156707764
[1064/4000] -ELBO = 2.539186954498291
[1065/4000] -ELBO = 2.538792610168457
[1066/4000] -ELBO = 2.5384485721588135
[1067/4000] -ELBO = 2.5381357669830322
[1068/4000] -ELBO = 2.5378479957580566
[1069/4000] -ELBO = 2.537529706954956
[1070/4000] -ELBO = 2.53719162940979
[1071/4000] -ELBO = 2.536781072616577
[1072/4000] -ELBO = 2.5364534854888916
[1073/4000] -ELBO = 2.536165237426758
[1074/4000] -ELBO = 2.5358240604400635
[1075/4000] -ELBO = 2.535533905029297
[1076/4000] -ELBO = 2.53519344329834
[1077/4000] -ELBO = 2.534849166870117
[1078/4000] -ELBO = 2.5344784259796143
[1079/4000] -ELBO = 2.5341477394104004
[1080/4000] -ELBO = 2.533764123916626
[1081/4000] -ELBO = 2.5334534645080566
[1082/4000] -ELBO = 2.5331172943115234
[1083/4000] -ELBO = 2.5327882766723633
[1084/4000] -ELBO = 2.5324902534484863
[1085/4000] -ELBO = 2.5321273803710938
[1086/4000] -ELBO = 2.531804323196411
[1087/4000] -ELBO = 2.531438112258911
[1088/4000] -ELBO = 2.5311264991760254
[1089/4000] -ELBO = 2.5309436321258545
[1090/4000] -ELBO = 2.5305404663085938
[1091/4000] -ELBO = 2.530144214630127
[1092/4000] -ELBO = 2.5298142433166504
[1093/4000] -ELBO = 2.5294570922851562
[1094/4000] -ELBO = 2.5292022228240967
[1095/4000] -ELBO = 2.5288076400756836
[1096/4000] -ELBO = 2.5284340381622314
[1097/4000] -ELBO = 2.5281460285186768
[1098/4000] -ELBO = 2.527827262878418
[1099/4000] -ELBO = 2.5274975299835205
[1100/4000] -ELBO = 2.527087450027466
[1101/4000] -ELBO = 2.526846170425415
[1102/4000] -ELBO = 2.5265023708343506
[1103/4000] -ELBO = 2.5261459350585938
[1104/4000] -ELBO = 2.5258822441101074
[1105/4000] -ELBO = 2.5255820751190186
[1106/4000] -ELBO = 2.525209426879883
[1107/4000] -ELBO = 2.524864912033081
[1108/4000] -ELBO = 2.5245163440704346
[1109/4000] -ELBO = 2.5241646766662598
[1110/4000] -ELBO = 2.5239017009735107
[1111/4000] -ELBO = 2.5236737728118896
[1112/4000] -ELBO = 2.523118495941162
[1113/4000] -ELBO = 2.5228166580200195
[1114/4000] -ELBO = 2.522589683532715
[1115/4000] -ELBO = 2.5222415924072266
[1116/4000] -ELBO = 2.5218288898468018
[1117/4000] -ELBO = 2.5215933322906494
[1118/4000] -ELBO = 2.521164894104004
[1119/4000] -ELBO = 2.5209245681762695
[1120/4000] -ELBO = 2.520538091659546
[1121/4000] -ELBO = 2.520216941833496
[1122/4000] -ELBO = 2.5199472904205322
[1123/4000] -ELBO = 2.5195508003234863
[1124/4000] -ELBO = 2.519226312637329
[1125/4000] -ELBO = 2.518906831741333
[1126/4000] -ELBO = 2.518723249435425
[1127/4000] -ELBO = 2.5183277130126953
[1128/4000] -ELBO = 2.517908811569214
[1129/4000] -ELBO = 2.517582893371582
[1130/4000] -ELBO = 2.517275333404541
[1131/4000] -ELBO = 2.516887903213501
[1132/4000] -ELBO = 2.516580820083618
[1133/4000] -ELBO = 2.5162179470062256
[1134/4000] -ELBO = 2.5159826278686523
[1135/4000] -ELBO = 2.515580415725708
[1136/4000] -ELBO = 2.5152573585510254
[1137/4000] -ELBO = 2.5149240493774414
[1138/4000] -ELBO = 2.514535665512085
[1139/4000] -ELBO = 2.514253616333008
[1140/4000] -ELBO = 2.5139572620391846
[1141/4000] -ELBO = 2.513575553894043
[1142/4000] -ELBO = 2.5132462978363037
[1143/4000] -ELBO = 2.512958526611328
[1144/4000] -ELBO = 2.51265549659729
[1145/4000] -ELBO = 2.5124001502990723
[1146/4000] -ELBO = 2.5120463371276855
[1147/4000] -ELBO = 2.511563777923584
[1148/4000] -ELBO = 2.511302947998047
[1149/4000] -ELBO = 2.511082410812378
[1150/4000] -ELBO = 2.5106098651885986
[1151/4000] -ELBO = 2.510282278060913
[1152/4000] -ELBO = 2.509960412979126
[1153/4000] -ELBO = 2.5096936225891113
[1154/4000] -ELBO = 2.509352445602417
[1155/4000] -ELBO = 2.508967876434326
[1156/4000] -ELBO = 2.5087509155273438
[1157/4000] -ELBO = 2.508329153060913
[1158/4000] -ELBO = 2.5081071853637695
[1159/4000] -ELBO = 2.5077271461486816
[1160/4000] -ELBO = 2.5073962211608887
[1161/4000] -ELBO = 2.507110595703125
[1162/4000] -ELBO = 2.506702184677124
[1163/4000] -ELBO = 2.506373882293701
[1164/4000] -ELBO = 2.5060689449310303
[1165/4000] -ELBO = 2.5057730674743652
[1166/4000] -ELBO = 2.505448341369629
[1167/4000] -ELBO = 2.505025625228882
[1168/4000] -ELBO = 2.5048773288726807
[1169/4000] -ELBO = 2.504352331161499
[1170/4000] -ELBO = 2.504077911376953
[1171/4000] -ELBO = 2.503854513168335
[1172/4000] -ELBO = 2.503530740737915
[1173/4000] -ELBO = 2.5033392906188965
[1174/4000] -ELBO = 2.502887725830078
[1175/4000] -ELBO = 2.5024335384368896
[1176/4000] -ELBO = 2.5022389888763428
[1177/4000] -ELBO = 2.501704216003418
[1178/4000] -ELBO = 2.5016980171203613
[1179/4000] -ELBO = 2.5011825561523438
[1180/4000] -ELBO = 2.5009379386901855
[1181/4000] -ELBO = 2.5006508827209473
[1182/4000] -ELBO = 2.50030779838562
[1183/4000] -ELBO = 2.4999256134033203
[1184/4000] -ELBO = 2.49959659576416
[1185/4000] -ELBO = 2.4993112087249756
[1186/4000] -ELBO = 2.498929023742676
[1187/4000] -ELBO = 2.4985883235931396
[1188/4000] -ELBO = 2.4983272552490234
[1189/4000] -ELBO = 2.4979965686798096
[1190/4000] -ELBO = 2.4976086616516113
[1191/4000] -ELBO = 2.4973127841949463
[1192/4000] -ELBO = 2.496917724609375
[1193/4000] -ELBO = 2.4967329502105713
[1194/4000] -ELBO = 2.496500015258789
[1195/4000] -ELBO = 2.495999574661255
[1196/4000] -ELBO = 2.49568247795105
